Document group,Document name,Beginning,Context,Keyword,Context
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,31,you  ,I, said
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,31,you  ,I, said
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,31,said ,I, wanna
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,31,said ,I, wanna
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,34,it   ,I,'ll
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,34,it   ,I,'ll
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,35,you   ,I, ain
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,35,you   ,I, ain
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,36,and ,I, ain
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,36,and ,I, ain
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,37,star   ,I,'ll
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,37,star   ,I,'ll
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,40,loneliness   ,I,'ll
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,40,loneliness   ,I,'ll
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,41,soothe  ,I,'ll
1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,41,soothe  ,I,'ll
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,2,intro))   ,I,'ve
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,2,intro))   ,I,'ve
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,4,snow   ,I,'ve
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,4,snow   ,I,'ve
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,6,snow   ,I, went
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,6,snow   ,I, went
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,9,pillow   ,I, made
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,9,pillow   ,I, made
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,11,and ,I, made
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,11,and ,I, made
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,12,alone   ,I, really
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,12,alone   ,I, really
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,15,solo))   ,I, got
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,15,solo))   ,I, got
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,16,unintelligible)   ,I, got
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,16,unintelligible)   ,I, got
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,17,yea ,I, got
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,17,yea ,I, got
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,18,unintelligible)   ,I, got
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,18,unintelligible)   ,I, got
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,19,well ,I, got
1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,19,well ,I, got
1960s_AA > albertking,albertking-so-oh_pretty_woman,16,what ,I, do
1960s_AA > albertking,albertking-so-oh_pretty_woman,16,what ,I, do
1960s_AA > albertking,albertking-so-oh_pretty_woman,22,till ,I, got
1960s_AA > albertking,albertking-so-oh_pretty_woman,22,till ,I, got
1960s_AA > albertking,albertking-so-oh_pretty_woman,34,what ,I, do
1960s_AA > albertking,albertking-so-oh_pretty_woman,34,what ,I, do
1960s_AA > albertking,albertking-so-oh_pretty_woman,51,what ,I, do
1960s_AA > albertking,albertking-so-oh_pretty_woman,51,what ,I, do
1960s_AA > albertking,albertking-so-personal_manager,2,intro))   ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,2,intro))   ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,3,baby   ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,3,baby   ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,3,everything ,I, can
1960s_AA > albertking,albertking-so-personal_manager,3,everything ,I, can
1960s_AA > albertking,albertking-so-personal_manager,4,you   ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,4,you   ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,5,baby   ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,5,baby   ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,5,anything ,I, can
1960s_AA > albertking,albertking-so-personal_manager,5,anything ,I, can
1960s_AA > albertking,albertking-so-personal_manager,6,yes ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,6,yes ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,12,yea ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,12,yea ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,14,through   ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,14,through   ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,16,solo))   ,I, take
1960s_AA > albertking,albertking-so-personal_manager,16,solo))   ,I, take
1960s_AA > albertking,albertking-so-personal_manager,19,that ,I, won
1960s_AA > albertking,albertking-so-personal_manager,19,that ,I, won
1960s_AA > albertking,albertking-so-personal_manager,20,wrong   ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,20,wrong   ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,21,baby   ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,21,baby   ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,21,everything ,I, can
1960s_AA > albertking,albertking-so-personal_manager,21,everything ,I, can
1960s_AA > albertking,albertking-so-personal_manager,22,yes ,I, wanna
1960s_AA > albertking,albertking-so-personal_manager,22,yes ,I, wanna
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,3,day ,I, have
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,3,day ,I, have
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,5,day ,I, have
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,5,day ,I, have
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,7,you ,I, hate
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,7,you ,I, hate
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,13,know ,I,’ve
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,13,know ,I,’ve
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,20,day ,I, have
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,20,day ,I, have
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,22,you ,I, hate
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,22,you ,I, hate
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,24,yea ,I, have
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,24,yea ,I, have
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,26,day ,I, have
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,26,day ,I, have
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,28,you ,I, hate
1960s_AA > bbking,bbking-lc-everyday_i_have_the_blues,28,you ,I, hate
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,2,here  ,I, would
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,2,here  ,I, would
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,4,course ,I, think
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,4,course ,I, think
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,11,alley  ,I,'d
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,11,alley  ,I,'d
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,13,intro))  ,I, been
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,13,intro))  ,I, been
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,15,met  ,I, said
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,15,met  ,I, said
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,15,said ,I, been
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,15,said ,I, been
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,19,when ,I,'m
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,19,when ,I,'m
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,21,yes ,I, said
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,21,yes ,I, said
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,22,when ,I,'m
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,22,when ,I,'m
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,26,heart   ,I, gave
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,26,heart   ,I, gave
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,27,said ,I, want
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,27,said ,I, want
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,28,Cadillac  ,I, bought
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,28,Cadillac  ,I, bought
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,30,snack  ,I, let
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,30,snack  ,I, let
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,32,shack  ,I, gave
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,32,shack  ,I, gave
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,34,yes ,I,'ve
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,34,yes ,I,'ve
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,36,met  ,I, said
1960s_AA > bbking,bbking-lc-how_blue_can_you_get,36,met  ,I, said
1960s_AA > bbking,bbking-lc-sweet_little_angel,2,intro))  ,I,'ve
1960s_AA > bbking,bbking-lc-sweet_little_angel,2,intro))  ,I,'ve
1960s_AA > bbking,bbking-lc-sweet_little_angel,3,angel  ,I, love
1960s_AA > bbking,bbking-lc-sweet_little_angel,3,angel  ,I, love
1960s_AA > bbking,bbking-lc-sweet_little_angel,5,angel  ,I, love
1960s_AA > bbking,bbking-lc-sweet_little_angel,5,angel  ,I, love
1960s_AA > bbking,bbking-lc-sweet_little_angel,7,me  ,I, get
1960s_AA > bbking,bbking-lc-sweet_little_angel,7,me  ,I, get
1960s_AA > bbking,bbking-lc-sweet_little_angel,8,know ,I, ask
1960s_AA > bbking,bbking-lc-sweet_little_angel,8,know ,I, ask
1960s_AA > bbking,bbking-lc-sweet_little_angel,10,yes ,I, ask
1960s_AA > bbking,bbking-lc-sweet_little_angel,10,yes ,I, ask
1960s_AA > bbking,bbking-lc-sweet_little_angel,12,know ,I, ask
1960s_AA > bbking,bbking-lc-sweet_little_angel,12,know ,I, ask
1960s_AA > bbking,bbking-lc-sweet_little_angel,15,oh ,I, do
1960s_AA > bbking,bbking-lc-sweet_little_angel,15,oh ,I, do
1960s_AA > bbking,bbking-lc-sweet_little_angel,15,believe ,I, would
1960s_AA > bbking,bbking-lc-sweet_little_angel,15,believe ,I, would
1960s_AA > bbking,bbking-lc-sweet_little_angel,17,well ,I, do
1960s_AA > bbking,bbking-lc-sweet_little_angel,17,well ,I, do
1960s_AA > bbking,bbking-lc-sweet_little_angel,17,believe ,I, would
1960s_AA > bbking,bbking-lc-sweet_little_angel,17,believe ,I, would
1960s_AA > bbking,bbking-lc-sweet_little_angel,21,you ,I, hope
1960s_AA > bbking,bbking-lc-sweet_little_angel,21,you ,I, hope
1960s_AA > bbking,bbking-lc-sweet_little_angel,22,you  ,I,'d
1960s_AA > bbking,bbking-lc-sweet_little_angel,22,you  ,I,'d
1960s_AA > bbking,bbking-lc-sweet_little_angel,22,if ,I, may
1960s_AA > bbking,bbking-lc-sweet_little_angel,22,if ,I, may
1960s_AA > bbking,bbking-lc-sweet_little_angel,28,yea ,I, know
1960s_AA > bbking,bbking-lc-sweet_little_angel,28,yea ,I, know
1960s_AA > bbking,bbking-lo-please_love_me,2,intro))  ,I, was
1960s_AA > bbking,bbking-lo-please_love_me,2,intro))  ,I, was
1960s_AA > bbking,bbking-lo-please_love_me,3,before ,I, learned
1960s_AA > bbking,bbking-lo-please_love_me,3,before ,I, learned
1960s_AA > bbking,bbking-lo-please_love_me,4,name  ,I, was
1960s_AA > bbking,bbking-lo-please_love_me,4,name  ,I, was
1960s_AA > bbking,bbking-lo-please_love_me,5,before ,I, learned
1960s_AA > bbking,bbking-lo-please_love_me,5,before ,I, learned
1960s_AA > bbking,bbking-lo-please_love_me,8,know ,I, love
1960s_AA > bbking,bbking-lo-please_love_me,8,know ,I, love
1960s_AA > bbking,bbking-lo-please_love_me,10,know ,I, love
1960s_AA > bbking,bbking-lo-please_love_me,10,know ,I, love
1960s_AA > bbking,bbking-lo-please_love_me,13,that ,I, wouldn
1960s_AA > bbking,bbking-lo-please_love_me,13,that ,I, wouldn
1960s_AA > bbking,bbking-lo-please_love_me,15,everything ,I, say
1960s_AA > bbking,bbking-lo-please_love_me,15,everything ,I, say
1960s_AA > bbking,bbking-lo-please_love_me,17,everything ,I, said
1960s_AA > bbking,bbking-lo-please_love_me,17,everything ,I, said
1960s_AA > bbking,bbking-lo-please_love_me,18,what ,I, tell
1960s_AA > bbking,bbking-lo-please_love_me,18,what ,I, tell
1960s_AA > bbking,bbking-lo-please_love_me,19,well ,I,'ll
1960s_AA > bbking,bbking-lo-please_love_me,19,well ,I,'ll
1960s_AA > bbking,bbking-lo-please_love_me,22,everything ,I, say
1960s_AA > bbking,bbking-lo-please_love_me,22,everything ,I, say
1960s_AA > bbking,bbking-lo-please_love_me,24,everything ,I, say
1960s_AA > bbking,bbking-lo-please_love_me,24,everything ,I, say
1960s_AA > bbking,bbking-lo-please_love_me,25,what ,I, tell
1960s_AA > bbking,bbking-lo-please_love_me,25,what ,I, tell
1960s_AA > bbking,bbking-lo-please_love_me,26,well ,I,'ll
1960s_AA > bbking,bbking-lo-please_love_me,26,well ,I,'ll
1960s_AA > bbking,bbking-lo-please_love_me,29,and ,I,'m
1960s_AA > bbking,bbking-lo-please_love_me,29,and ,I,'m
1960s_AA > bbking,bbking-lo-please_love_me,31,baby ,I,'m
1960s_AA > bbking,bbking-lo-please_love_me,31,baby ,I,'m
1960s_AA > bbking,bbking-lo-worry_worry,7,all ,I, can
1960s_AA > bbking,bbking-lo-worry_worry,7,all ,I, can
1960s_AA > bbking,bbking-lo-worry_worry,9,all ,I, can
1960s_AA > bbking,bbking-lo-worry_worry,9,all ,I, can
1960s_AA > bbking,bbking-lo-worry_worry,17,but ,I, would
1960s_AA > bbking,bbking-lo-worry_worry,17,but ,I, would
1960s_AA > bbking,bbking-lo-worry_worry,25,baby  ,I,'d
1960s_AA > bbking,bbking-lo-worry_worry,25,baby  ,I,'d
1960s_AA > bbking,bbking-lo-worry_worry,31,fellas ,I, wanna
1960s_AA > bbking,bbking-lo-worry_worry,31,fellas ,I, wanna
1960s_AA > bbking,bbking-lo-worry_worry,42,her  ,I, know
1960s_AA > bbking,bbking-lo-worry_worry,42,her  ,I, know
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,6,way ,I, used
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,6,way ,I, used
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,7,way ,I, hate
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,7,way ,I, hate
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,9,anything ,I, say
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,9,anything ,I, say
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,11,anything ,I, say
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,11,anything ,I, say
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,13,baby ,I, would
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,13,baby ,I, would
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,15,now ,I, believe
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,15,now ,I, believe
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,17,now ,I, believe
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,17,now ,I, believe
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,18,but ,I, don
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,18,but ,I, don
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,31,yes ,I, say
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,31,yes ,I, say
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,31,way ,I, used
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,31,way ,I, used
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,32,way ,I, used
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,32,way ,I, used
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,33,way ,I, hate
1960s_AA > bbking,bbking-lo-you_done_lost_your_good_thing_now,33,way ,I, hate
1960s_AA > bbking,bbking-sc-everyday_i_have_the_blues,3,day ,I, have
1960s_AA > bbking,bbking-sc-everyday_i_have_the_blues,3,day ,I, have
1960s_AA > bbking,bbking-sc-everyday_i_have_the_blues,5,day ,I, have
1960s_AA > bbking,bbking-sc-everyday_i_have_the_blues,5,day ,I, have
1960s_AA > bbking,bbking-sc-everyday_i_have_the_blues,7,you ,I, hate
1960s_AA > bbking,bbking-sc-everyday_i_have_the_blues,7,you ,I, hate
1960s_AA > bbking,bbking-sc-everyday_i_have_the_blues,13,know ,I,'ve
1960s_AA > bbking,bbking-sc-everyday_i_have_the_blues,13,know ,I,'ve
1960s_AA > bbking,bbking-sc-everyday_i_have_the_blues,20,day ,I, have
1960s_AA > bbking,bbking-sc-everyday_i_have_the_blues,20,day ,I, have
1960s_AA > bbking,bbking-sc-everyday_i_have_the_blues,22,you ,I, hate
1960s_AA > bbking,bbking-sc-everyday_i_have_the_blues,22,you ,I, hate
1960s_AA > bbking,bbking-sc-everyday_i_have_the_blues,28,know ,I,'ve
1960s_AA > bbking,bbking-sc-everyday_i_have_the_blues,28,know ,I,'ve
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,2,baby ,I,'ve
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,2,baby ,I,'ve
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,4,baby ,I,'ve
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,4,baby ,I,'ve
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,12,yes ,I,'ve
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,12,yes ,I,'ve
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,14,when ,I,'m
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,14,when ,I,'m
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,16,when ,I,'m
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,16,when ,I,'m
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,20,heart   ,I, gave
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,20,heart   ,I, gave
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,21,said ,I, want
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,21,said ,I, want
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,22,Cadillac   ,I, bought
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,22,Cadillac   ,I, bought
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,24,snack   ,I, let
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,24,snack   ,I, let
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,26,shack   ,I, gave
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,26,shack   ,I, gave
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,28,back   ,I,'ve
1960s_AA > bbking,bbking-sc-how_blue_can_you_get,28,back   ,I,'ve
1960s_AA > bbking,bbking-sc-sweet_little_angel,2,intro))   ,I,'ve
1960s_AA > bbking,bbking-sc-sweet_little_angel,2,intro))   ,I,'ve
1960s_AA > bbking,bbking-sc-sweet_little_angel,3,angel   ,I, love
1960s_AA > bbking,bbking-sc-sweet_little_angel,3,angel   ,I, love
1960s_AA > bbking,bbking-sc-sweet_little_angel,5,angel   ,I, love
1960s_AA > bbking,bbking-sc-sweet_little_angel,5,angel   ,I, love
1960s_AA > bbking,bbking-sc-sweet_little_angel,7,me   ,I, get
1960s_AA > bbking,bbking-sc-sweet_little_angel,7,me   ,I, get
1960s_AA > bbking,bbking-sc-sweet_little_angel,9,me   ,I, do
1960s_AA > bbking,bbking-sc-sweet_little_angel,9,me   ,I, do
1960s_AA > bbking,bbking-sc-sweet_little_angel,9,believe ,I, would
1960s_AA > bbking,bbking-sc-sweet_little_angel,9,believe ,I, would
1960s_AA > bbking,bbking-sc-sweet_little_angel,12,me   ,I, do
1960s_AA > bbking,bbking-sc-sweet_little_angel,12,me   ,I, do
1960s_AA > bbking,bbking-sc-sweet_little_angel,12,believe ,I, would
1960s_AA > bbking,bbking-sc-sweet_little_angel,12,believe ,I, would
1960s_AA > bbking,bbking-sc-sweet_little_angel,19,yes ,I, ask
1960s_AA > bbking,bbking-sc-sweet_little_angel,19,yes ,I, ask
1960s_AA > bbking,bbking-sc-sweet_little_angel,21,know ,I, ask
1960s_AA > bbking,bbking-sc-sweet_little_angel,21,know ,I, ask
1960s_AA > bbking,bbking-so-please_love_me,2,intro))  ,I, was
1960s_AA > bbking,bbking-so-please_love_me,2,intro))  ,I, was
1960s_AA > bbking,bbking-so-please_love_me,3,before ,I, learned
1960s_AA > bbking,bbking-so-please_love_me,3,before ,I, learned
1960s_AA > bbking,bbking-so-please_love_me,6,before ,I, learned
1960s_AA > bbking,bbking-so-please_love_me,6,before ,I, learned
1960s_AA > bbking,bbking-so-please_love_me,11,know ,I, love
1960s_AA > bbking,bbking-so-please_love_me,11,know ,I, love
1960s_AA > bbking,bbking-so-please_love_me,12,you  ,I,'ll
1960s_AA > bbking,bbking-so-please_love_me,12,you  ,I,'ll
1960s_AA > bbking,bbking-so-please_love_me,14,know ,I, love
1960s_AA > bbking,bbking-so-please_love_me,14,know ,I, love
1960s_AA > bbking,bbking-so-please_love_me,15,and ,I,'ll
1960s_AA > bbking,bbking-so-please_love_me,15,and ,I,'ll
1960s_AA > bbking,bbking-so-please_love_me,17,that ,I, wouldn
1960s_AA > bbking,bbking-so-please_love_me,17,that ,I, wouldn
1960s_AA > bbking,bbking-so-please_love_me,20,everything ,I, say
1960s_AA > bbking,bbking-so-please_love_me,20,everything ,I, say
1960s_AA > bbking,bbking-so-please_love_me,22,everything ,I, said
1960s_AA > bbking,bbking-so-please_love_me,22,everything ,I, said
1960s_AA > bbking,bbking-so-please_love_me,24,what ,I, tell
1960s_AA > bbking,bbking-so-please_love_me,24,what ,I, tell
1960s_AA > bbking,bbking-so-please_love_me,26,well ,I, want
1960s_AA > bbking,bbking-so-please_love_me,26,well ,I, want
1960s_AA > bbking,bbking-so-please_love_me,27,baby ,I,'m
1960s_AA > bbking,bbking-so-please_love_me,27,baby ,I,'m
1960s_AA > bbking,bbking-so-please_love_me,30,and ,I,'m
1960s_AA > bbking,bbking-so-please_love_me,30,and ,I,'m
1960s_AA > bbking,bbking-so-please_love_me,32,yes ,I,'m
1960s_AA > bbking,bbking-so-please_love_me,32,yes ,I,'m
1960s_AA > bbking,bbking-so-worry_worry,3,all ,I, can
1960s_AA > bbking,bbking-so-worry_worry,3,all ,I, can
1960s_AA > bbking,bbking-so-worry_worry,5,all ,I, can
1960s_AA > bbking,bbking-so-worry_worry,5,all ,I, can
1960s_AA > bbking,bbking-so-worry_worry,12,hey ,I, would
1960s_AA > bbking,bbking-so-worry_worry,12,hey ,I, would
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,6,way ,I, used
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,6,way ,I, used
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,7,way ,I, hate
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,7,way ,I, hate
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,9,baby ,I, believe
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,9,baby ,I, believe
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,11,baby ,I, believe
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,11,baby ,I, believe
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,12,well ,I, don
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,12,well ,I, don
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,22,where ,I,'m
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,22,where ,I,'m
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,24,where ,I,'m
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,24,where ,I,'m
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,26,because ,I,'ll
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,26,because ,I,'ll
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,29,anything ,I, said
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,29,anything ,I, said
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,31,anything ,I, said
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,31,anything ,I, said
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,33,baby   ,I, just
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,33,baby   ,I, just
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,38,way ,I, used
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,38,way ,I, used
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,39,way ,I, hate
1960s_AA > bbking,bbking-so-you_done_lost_your_good_thing_now,39,way ,I, hate
1960s_AA > freddieking,freddieking-lc-aint_no_sunshine,8,away  ,I, wonder
1960s_AA > freddieking,freddieking-lc-aint_no_sunshine,8,away  ,I, wonder
1960s_AA > freddieking,freddieking-lc-aint_no_sunshine,9,gone  ,I, wonder
1960s_AA > freddieking,freddieking-lc-aint_no_sunshine,9,gone  ,I, wonder
1960s_AA > freddieking,freddieking-lc-aint_no_sunshine,14,well ,I, gotta
1960s_AA > freddieking,freddieking-lc-aint_no_sunshine,14,well ,I, gotta
1960s_AA > freddieking,freddieking-lc-big_legged_woman,2,intro))  ,I, love
1960s_AA > freddieking,freddieking-lc-big_legged_woman,2,intro))  ,I, love
1960s_AA > freddieking,freddieking-lc-big_legged_woman,3,tip  ,I, love
1960s_AA > freddieking,freddieking-lc-big_legged_woman,3,tip  ,I, love
1960s_AA > freddieking,freddieking-lc-big_legged_woman,4,top  ,I, love
1960s_AA > freddieking,freddieking-lc-big_legged_woman,4,top  ,I, love
1960s_AA > freddieking,freddieking-lc-big_legged_woman,20,dirt)  ,I, told
1960s_AA > freddieking,freddieking-lc-big_legged_woman,20,dirt)  ,I, told
1960s_AA > freddieking,freddieking-lc-big_legged_woman,21,once  ,I, told
1960s_AA > freddieking,freddieking-lc-big_legged_woman,21,once  ,I, told
1960s_AA > freddieking,freddieking-lc-big_legged_woman,40,solo))  ,I, love
1960s_AA > freddieking,freddieking-lc-big_legged_woman,40,solo))  ,I, love
